Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,league,season
153,Aarón Escandell,es ESP,GK,Las Palmas,27,1995,2,1,153,1.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
154,Alfonso Espino,uy URU,DF,Rayo Vallecano,31,1992,31,29,2507,27.9,0,1,1,0,0,0,9,0,0.0,0.04,0.04,0.0,0.04,la_liga,2023-2024
155,Bernardo Espinosa,co COL,DF,Girona,34,1989,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
156,Karl Etta Eyong,cm CMR,FW,Cádiz,19,2003,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
157,Abde Ezzalzouli,ma MAR,"FW,MF",Barcelona,21,2001,2,0,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
158,Abde Ezzalzouli,ma MAR,MF,Real Betis,21,2001,26,6,865,9.6,1,0,1,1,0,1,1,0,0.1,0.0,0.1,0.1,0.1,la_liga,2023-2024
159,Radamel Falcao,co COL,FW,Rayo Vallecano,37,1986,22,2,407,4.5,1,0,1,0,1,1,4,0,0.22,0.0,0.22,0.0,0.0,la_liga,2023-2024
160,Fali,es ESP,DF,Cádiz,29,1993,30,30,2547,28.3,0,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
161,Ansu Fati,es ESP,"FW,MF",Barcelona,20,2002,3,0,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
162,Nabil Fekir,fr FRA,"MF,FW",Real Betis,30,1993,19,10,1049,11.7,1,2,3,1,0,0,1,0,0.09,0.17,0.26,0.09,0.26,la_liga,2023-2024
163,Luiz Felipe,it ITA,DF,Real Betis,26,1997,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
164,João Félix,pt POR,FW,Barcelona,23,1999,30,18,1540,17.1,7,3,10,7,0,0,3,0,0.41,0.18,0.58,0.41,0.58,la_liga,2023-2024
165,Kiko Femenía,es ESP,DF,Villarreal,32,1991,23,16,1583,17.6,0,0,0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
166,Aitor Fernández,es ESP,GK,Osasuna,32,1991,7,6,551,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
167,Álex Fernández,es ESP,MF,Cádiz,30,1992,26,14,1285,14.3,0,1,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07,la_liga,2023-2024
168,Carlos Fernández,es ESP,FW,Real Sociedad,27,1996,10,5,408,4.5,2,1,3,1,1,1,3,0,0.44,0.22,0.66,0.22,0.44,la_liga,2023-2024
169,Raúl Fernández,es ESP,GK,Granada,35,1988,4,4,280,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
170,Valery Fernández,es ESP,MF,Girona,23,1999,27,2,506,5.6,2,0,2,2,0,0,1,0,0.36,0.0,0.36,0.36,0.36,la_liga,2023-2024
171,Fernando,es ESP,GK,Almería,33,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
172,Fernando,br BRA,MF,Sevilla,36,1987,8,5,459,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
173,André Ferreira,pt POR,GK,Granada,27,1996,15,14,1340,14.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
174,Rachad Fettal,ma MAR,FW,Almería,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
175,Pablo Fornals,es ESP,MF,Real Betis,27,1996,15,14,1148,12.8,3,2,5,3,0,0,2,0,0.24,0.16,0.39,0.24,0.39,la_liga,2023-2024
176,Héctor Fort,es ESP,DF,Barcelona,16,2006,7,4,318,3.5,0,2,2,0,0,0,0,0,0.0,0.57,0.57,0.0,0.57,la_liga,2023-2024
177,Dimitri Foulquier,fr FRA,"DF,MF",Valencia,30,1993,33,19,1842,20.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
178,Juan Foyth,ar ARG,DF,Villarreal,25,1998,12,12,1062,11.8,1,1,2,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,la_liga,2023-2024
179,Jorge de Frutos,es ESP,MF,Rayo Vallecano,26,1997,36,14,1549,17.2,2,0,2,2,0,0,1,0,0.12,0.0,0.12,0.12,0.12,la_liga,2023-2024
180,Daniel Fuzato,br BRA,GK,Getafe,26,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
181,Matteo Gabbia,it ITA,DF,Villarreal,23,1999,7,6,477,5.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
182,Javi Galán,es ESP,"DF,MF",Atlético Madrid,28,1994,5,0,88,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
183,Javi Galán,es ESP,DF,Real Sociedad,28,1994,14,13,1075,11.9,0,1,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,la_liga,2023-2024
184,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,29,1993,29,25,2091,23.2,1,1,2,1,0,0,7,0,0.04,0.04,0.09,0.04,0.09,la_liga,2023-2024
185,Aleix García,es ESP,MF,Girona,26,1997,37,36,3199,35.5,3,6,9,3,0,0,4,1,0.08,0.17,0.25,0.08,0.25,la_liga,2023-2024
186,Álvaro García,es ESP,MF,Rayo Vallecano,30,1992,32,30,2475,27.5,6,1,7,6,0,0,8,1,0.22,0.04,0.25,0.22,0.25,la_liga,2023-2024
187,Dani García,es ESP,MF,Athletic Club,33,1990,17,7,745,8.3,1,0,1,1,0,0,4,0,0.12,0.0,0.12,0.12,0.12,la_liga,2023-2024
188,David García,es ESP,DF,Osasuna,29,1994,27,27,2334,25.9,0,1,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04,la_liga,2023-2024
189,Eric García,es ESP,"DF,MF",Barcelona,22,2001,2,0,57,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
190,Eric García,es ESP,DF,Girona,22,2001,30,30,2637,29.3,5,0,5,5,0,0,4,0,0.17,0.0,0.17,0.17,0.17,la_liga,2023-2024
191,Fran Garcia,es ESP,DF,Real Madrid,23,1999,25,15,1398,15.5,1,5,6,1,0,0,2,0,0.06,0.32,0.39,0.06,0.39,la_liga,2023-2024
192,Gonzalo García,es ESP,MF,Real Madrid,19,2004,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
193,Jastin García,es ESP,FW,Girona,19,2004,3,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
194,Raúl García,es ESP,FW,Athletic Club,37,1986,20,1,420,4.7,1,0,1,1,0,0,3,0,0.21,0.0,0.21,0.21,0.21,la_liga,2023-2024
195,Rubén García,es ESP,"FW,MF",Osasuna,30,1993,30,19,1547,17.2,3,2,5,3,0,0,1,0,0.17,0.12,0.29,0.17,0.29,la_liga,2023-2024
196,Santiago García,es ESP,MF,Getafe,21,2001,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
197,Unai García,es ESP,DF,Osasuna,31,1992,9,6,560,6.2,1,0,1,1,0,0,6,1,0.16,0.0,0.16,0.16,0.16,la_liga,2023-2024
198,Yarek Gasiorowski,es ESP,DF,Valencia,18,2005,14,7,735,8.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
199,Federico Gattoni,ar ARG,DF,Sevilla,24,1999,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
200,Gavi,es ESP,"MF,FW",Barcelona,18,2004,12,10,944,10.5,1,1,2,1,0,0,5,0,0.1,0.1,0.19,0.1,0.19,la_liga,2023-2024
201,Paulo Gazzaniga,ar ARG,GK,Girona,31,1992,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
202,David Gil,es ESP,GK,Cádiz,29,1994,5,4,372,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
203,Maxi Gómez,uy URU,FW,Cádiz,26,1996,31,12,1163,12.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
204,Moi Gómez,es ESP,"MF,FW",Osasuna,29,1994,28,23,2006,22.3,3,0,3,3,0,0,3,0,0.13,0.0,0.13,0.13,0.13,la_liga,2023-2024
205,Unai Gómez,es ESP,MF,Athletic Club,20,2003,25,9,875,9.7,2,0,2,2,0,0,1,0,0.21,0.0,0.21,0.21,0.21,la_liga,2023-2024
206,Édgar González,es ESP,"DF,MF",Almería,26,1997,31,30,2522,28.0,2,0,2,2,0,0,7,1,0.07,0.0,0.07,0.07,0.07,la_liga,2023-2024
207,Fabio González,es ESP,MF,Las Palmas,26,1997,6,1,123,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
208,Giovanni González,uy URU,DF,Mallorca,28,1994,34,27,2464,27.4,1,1,2,1,0,0,6,0,0.04,0.04,0.07,0.04,0.07,la_liga,2023-2024
209,Hugo González,es ESP,FW,Valencia,20,2003,9,0,87,1.0,0,1,1,0,0,0,0,0,0.0,1.03,1.03,0.0,1.03,la_liga,2023-2024
210,Iñaki González,es ESP,MF,Las Palmas,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
211,Peter González,do DOM,MF,Valencia,21,2002,15,5,649,7.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
212,Urko González,es ESP,MF,Real Sociedad,22,2001,5,2,156,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
213,Andoni Gorosabel,es ESP,DF,Alavés,26,1996,36,33,2854,31.7,1,0,1,1,0,0,6,0,0.03,0.0,0.03,0.03,0.03,la_liga,2023-2024
214,Pablo Gozalbez,es ESP,MF,Valencia,22,2001,5,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
215,Mason Greenwood,eng ENG,"MF,FW",Getafe,21,2001,33,30,2662,29.6,8,6,14,6,2,3,6,1,0.27,0.2,0.47,0.2,0.41,la_liga,2023-2024
216,Dominik Greif,sk SVK,GK,Mallorca,26,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
217,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,32,1991,33,31,2644,29.4,16,6,22,12,4,4,5,0,0.54,0.2,0.75,0.41,0.61,la_liga,2023-2024
218,Vicente Guaita,es ESP,GK,Celta Vigo,36,1987,27,26,2403,26.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
219,Andrés Guardado,mx MEX,MF,Real Betis,36,1986,12,4,447,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
220,Sergi Guardiola,es ESP,FW,Cádiz,32,1991,22,1,495,5.5,1,1,2,1,0,0,1,0,0.18,0.18,0.36,0.18,0.36,la_liga,2023-2024
221,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,31,1991,22,20,1742,19.4,1,1,2,1,0,0,7,0,0.05,0.05,0.1,0.05,0.1,la_liga,2023-2024
222,Gonçalo Guedes,pt POR,"FW,MF",Villarreal,26,1996,17,9,951,10.6,3,2,5,3,0,0,0,0,0.28,0.19,0.47,0.28,0.47,la_liga,2023-2024
223,Javier Guerra,es ESP,MF,Valencia,20,2003,36,28,2498,27.8,4,1,5,4,0,0,3,1,0.14,0.04,0.18,0.14,0.18,la_liga,2023-2024
224,Ander Guevara,es ESP,MF,Alavés,26,1997,37,33,2932,32.6,1,0,1,1,0,0,7,0,0.03,0.0,0.03,0.03,0.03,la_liga,2023-2024
225,Hugo Guillamón,es ESP,MF,Valencia,23,2000,26,12,1315,14.6,1,0,1,1,0,0,7,0,0.07,0.0,0.07,0.07,0.07,la_liga,2023-2024
226,Marc Guiu,es ESP,FW,Barcelona,17,2006,3,1,74,0.8,1,0,1,1,0,0,1,0,1.22,0.0,1.22,1.22,1.22,la_liga,2023-2024
227,Arda Güler,tr TUR,"MF,FW",Real Madrid,18,2005,10,4,377,4.2,6,0,6,6,0,0,1,0,1.43,0.0,1.43,1.43,1.43,la_liga,2023-2024
228,Gerard Gumbau,es ESP,MF,Granada,28,1994,35,31,2674,29.7,0,3,3,0,0,0,12,0,0.0,0.1,0.1,0.0,0.1,la_liga,2023-2024
229,İlkay Gündoğan,de GER,MF,Barcelona,32,1990,36,33,2994,33.3,5,9,14,4,1,2,5,0,0.15,0.27,0.42,0.12,0.39,la_liga,2023-2024
230,Jon Guridi,es ESP,MF,Alavés,28,1995,36,34,2678,29.8,3,4,7,3,0,0,2,0,0.1,0.13,0.24,0.1,0.24,la_liga,2023-2024
231,Gorka Guruzeta,es ESP,FW,Athletic Club,26,1996,32,30,2217,24.6,14,5,19,14,0,1,2,0,0.57,0.2,0.77,0.57,0.77,la_liga,2023-2024
232,Miguel Gutiérrez,es ESP,"DF,MF",Girona,22,2001,35,35,3032,33.7,2,7,9,2,0,0,4,0,0.06,0.21,0.27,0.06,0.27,la_liga,2023-2024
233,Munir El Haddadi,ma MAR,"MF,FW",Las Palmas,27,1995,38,32,2449,27.2,3,2,5,3,0,1,3,0,0.11,0.07,0.18,0.11,0.18,la_liga,2023-2024
234,Ianis Hagi,ro ROU,MF,Alavés,24,1998,22,8,804,8.9,0,2,2,0,0,1,3,0,0.0,0.22,0.22,0.0,0.22,la_liga,2023-2024
235,Luiz Henrique,br BRA,MF,Real Betis,22,2001,14,6,616,6.8,0,3,3,0,0,0,1,0,0.0,0.44,0.44,0.0,0.44,la_liga,2023-2024
236,Mario Hermoso,es ESP,DF,Atlético Madrid,28,1995,31,29,2557,28.4,0,1,1,0,0,0,9,0,0.0,0.04,0.04,0.0,0.04,la_liga,2023-2024
237,Javi Hernández,es ESP,DF,Cádiz,25,1998,30,28,2514,27.9,1,2,3,1,0,0,10,0,0.04,0.07,0.11,0.04,0.11,la_liga,2023-2024
238,Aridane Hernández,es ESP,DF,Rayo Vallecano,34,1989,19,19,1690,18.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
239,Luis Hernández,es ESP,DF,Cádiz,34,1989,9,8,723,8.0,1,0,1,1,0,0,4,0,0.12,0.0,0.12,0.12,0.12,la_liga,2023-2024
240,Jorge Herrando,es ESP,DF,Osasuna,22,2001,19,18,1644,18.3,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,la_liga,2023-2024
241,Ander Herrera,es ESP,MF,Athletic Club,33,1989,23,10,1030,11.4,0,3,3,0,0,0,4,0,0.0,0.26,0.26,0.0,0.26,la_liga,2023-2024
242,Cristian Herrera,es ESP,MF,Las Palmas,32,1991,8,1,166,1.8,1,0,1,1,0,0,1,0,0.54,0.0,0.54,0.54,0.54,la_liga,2023-2024
243,Sergio Herrera,es ESP,GK,Osasuna,30,1993,32,32,2869,31.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
244,Yangel Herrera,ve VEN,MF,Girona,25,1998,29,27,2107,23.4,5,0,5,5,0,0,9,0,0.21,0.0,0.21,0.21,0.21,la_liga,2023-2024
245,Juan Herzog,es ESP,DF,Las Palmas,20,2003,4,3,292,3.2,2,0,2,2,0,0,1,0,0.62,0.0,0.62,0.62,0.62,la_liga,2023-2024
246,Martin Hongla,cm CMR,"MF,DF",Granada,25,1998,13,6,562,6.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
247,Xabier Huarte Armendáriz,es ESP,MF,Osasuna,22,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
248,Pablo Ibáñez,es ESP,MF,Osasuna,24,1998,33,12,1152,12.8,1,2,3,1,0,0,5,0,0.08,0.16,0.23,0.08,0.23,la_liga,2023-2024
249,Iglesias,es ESP,"DF,MF",Getafe,25,1998,23,16,1412,15.7,0,2,2,0,0,0,4,0,0.0,0.13,0.13,0.0,0.13,la_liga,2023-2024
250,Borja Iglesias,es ESP,FW,Real Betis,30,1993,11,4,408,4.5,0,1,1,0,0,0,2,0,0.0,0.22,0.22,0.0,0.22,la_liga,2023-2024
251,Imanol,es ESP,DF,Athletic Club,23,2000,9,5,525,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
252,Isco,es ESP,MF,Real Betis,31,1992,29,28,2326,25.8,8,5,13,6,2,2,10,0,0.31,0.19,0.5,0.23,0.43,la_liga,2023-2024
253,Diego Iturralde,es ESP,DF,Sevilla,20,2003,1,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
254,Adnan Januzaj,be BEL,"FW,MF",Sevilla,28,1995,8,0,193,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
255,Mikel Jauregizar,es ESP,MF,Athletic Club,19,2003,7,1,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
256,Luis Javier Suárez,co COL,"FW,MF",Almería,25,1997,15,10,917,10.2,6,0,6,5,1,1,3,0,0.59,0.0,0.59,0.49,0.49,la_liga,2023-2024
257,Salim El Jebari,ma MAR,MF,Atlético Madrid,19,2004,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
258,Frenkie de Jong,nl NED,MF,Barcelona,26,1997,20,20,1634,18.2,2,0,2,2,0,0,7,0,0.11,0.0,0.11,0.11,0.11,la_liga,2023-2024
259,Joan Jordán,es ESP,MF,Sevilla,29,1994,8,4,380,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
260,Jordi,es ESP,MF,Getafe,22,2001,13,5,573,6.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
261,Jeremy Jorge,es ESP,FW,Getafe,20,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
262,Willian José,br BRA,FW,Real Betis,31,1991,33,25,1971,21.9,10,5,15,10,0,0,0,1,0.46,0.23,0.68,0.46,0.68,la_liga,2023-2024
263,Joselu,es ESP,FW,Real Madrid,33,1990,34,15,1687,18.7,10,2,12,10,0,2,1,0,0.53,0.11,0.64,0.53,0.64,la_liga,2023-2024
264,Kamil Jóźwiak,pl POL,MF,Granada,25,1998,11,7,571,6.3,0,1,1,0,0,0,2,0,0.0,0.16,0.16,0.0,0.16,la_liga,2023-2024
265,Juanmi,es ESP,FW,Cádiz,30,1993,16,9,873,9.7,3,1,4,3,0,0,3,0,0.31,0.1,0.41,0.31,0.41,la_liga,2023-2024
266,Juanpe,es ESP,DF,Girona,32,1991,17,6,746,8.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
267,Vinicius Júnior,br BRA,FW,Real Madrid,23,2000,26,22,1864,20.7,15,5,20,14,1,1,7,0,0.72,0.24,0.97,0.68,0.92,la_liga,2023-2024
268,Filip Jørgensen,dk DEN,GK,Villarreal,21,2002,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
269,Sory Kaba,gn GUI,FW,Las Palmas,28,1995,17,9,720,8.0,1,1,2,1,0,0,2,0,0.12,0.12,0.25,0.12,0.25,la_liga,2023-2024
270,Kaiky,br BRA,DF,Almería,19,2004,8,5,523,5.8,1,0,1,1,0,0,2,0,0.17,0.0,0.17,0.17,0.17,la_liga,2023-2024
271,Jon Karrikaburu,es ESP,FW,Alavés,20,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
272,Ibrahima Kebe,ml MLI,MF,Girona,22,2000,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
273,Kiké,es ESP,FW,Alavés,33,1989,33,15,1423,15.8,3,2,5,3,0,1,3,0,0.19,0.13,0.32,0.19,0.32,la_liga,2023-2024
274,Koke,es ESP,MF,Atlético Madrid,31,1992,35,32,2493,27.7,0,4,4,0,0,0,5,0,0.0,0.14,0.14,0.0,0.14,la_liga,2023-2024
275,Ibrahima Koné,ml MLI,FW,Almería,24,1999,9,2,277,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
276,Rominigue Kouamé,ml MLI,MF,Cádiz,26,1996,16,9,821,9.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
277,Jules Koundé,fr FRA,DF,Barcelona,24,1998,35,32,2899,32.2,1,2,3,1,0,0,4,0,0.03,0.06,0.09,0.03,0.09,la_liga,2023-2024
278,Toni Kroos,de GER,MF,Real Madrid,33,1990,33,24,2124,23.6,1,8,9,1,0,0,3,0,0.04,0.34,0.38,0.04,0.38,la_liga,2023-2024
279,Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,22,2001,30,24,2150,23.9,7,4,11,7,0,0,1,0,0.29,0.17,0.46,0.29,0.46,la_liga,2023-2024
280,Luca de la Torre,us USA,MF,Celta Vigo,25,1998,31,22,1956,21.7,1,4,5,1,0,0,4,1,0.05,0.18,0.23,0.05,0.23,la_liga,2023-2024
281,Yoel Lago,es ESP,DF,Celta Vigo,19,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
282,Érik Lamela,ar ARG,MF,Sevilla,31,1992,13,5,463,5.1,2,0,2,2,0,0,3,0,0.39,0.0,0.39,0.39,0.39,la_liga,2023-2024
283,Bruno Langa,mz MOZ,DF,Almería,25,1997,11,9,820,9.1,1,0,1,1,0,0,1,1,0.11,0.0,0.11,0.11,0.11,la_liga,2023-2024
284,Cyle Larin,ca CAN,FW,Mallorca,28,1995,35,20,1823,20.3,3,2,5,3,0,0,8,0,0.15,0.1,0.25,0.15,0.25,la_liga,2023-2024
285,Juanmi Latasa,es ESP,FW,Getafe,22,2001,32,15,1555,17.3,2,0,2,2,0,0,7,1,0.12,0.0,0.12,0.12,0.12,la_liga,2023-2024
286,Toni Lato,es ESP,DF,Mallorca,25,1997,28,16,1544,17.2,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,la_liga,2023-2024
287,Lázaro,br BRA,MF,Almería,21,2002,14,2,285,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
288,Robin Le Normand,es ESP,DF,Real Sociedad,26,1996,29,28,2469,27.4,2,0,2,2,0,0,13,0,0.07,0.0,0.07,0.07,0.07,la_liga,2023-2024
289,Jeremías Ledesma,ar ARG,GK,Cádiz,30,1993,34,34,3048,33.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
290,Florian Lejeune,fr FRA,DF,Rayo Vallecano,32,1991,37,37,3327,37.0,3,1,4,3,0,0,5,0,0.08,0.03,0.11,0.08,0.11,la_liga,2023-2024
291,Stefan Lekovic,rs SRB,DF,Villarreal,19,2004,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
292,Iñigo Lekue,es ESP,DF,Athletic Club,30,1993,27,22,2002,22.2,0,2,2,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09,la_liga,2023-2024
293,Thomas Lemar,fr FRA,MF,Atlético Madrid,27,1995,3,3,164,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
294,Álvaro Lemos,es ESP,DF,Las Palmas,30,1993,4,3,251,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
295,Ruben Lendinez,es ESP,DF,Valencia,20,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
296,Robert Lewandowski,pl POL,FW,Barcelona,34,1988,35,32,2750,30.6,19,8,27,15,4,4,5,0,0.62,0.26,0.88,0.49,0.75,la_liga,2023-2024
297,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,23,1999,34,25,2080,23.1,4,5,9,4,0,0,1,0,0.17,0.22,0.39,0.17,0.39,la_liga,2023-2024
298,Javier Llabrés,es ESP,MF,Mallorca,20,2002,16,1,247,2.7,1,0,1,1,0,0,1,0,0.36,0.0,0.36,0.36,0.36,la_liga,2023-2024
299,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,28,1995,37,29,2565,28.5,6,4,10,6,0,0,5,0,0.21,0.14,0.35,0.21,0.35,la_liga,2023-2024
300,Enzo Loiodice,fr FRA,MF,Las Palmas,22,2000,34,19,1790,19.9,0,1,1,0,0,0,2,0,0.0,0.05,0.05,0.0,0.05,la_liga,2023-2024
301,David López,es ESP,DF,Girona,33,1989,25,25,1965,21.8,3,0,3,3,0,0,4,0,0.14,0.0,0.14,0.14,0.14,la_liga,2023-2024
302,Diego López,es ESP,"MF,FW",Valencia,21,2002,36,30,2656,29.5,3,6,9,3,0,0,2,0,0.1,0.2,0.3,0.1,0.3,la_liga,2023-2024
303,Fermin López,es ESP,"MF,FW",Barcelona,20,2003,31,14,1446,16.1,8,0,8,8,0,0,2,0,0.5,0.0,0.5,0.5,0.5,la_liga,2023-2024
304,Javi López,es ESP,DF,Alavés,21,2002,32,25,2386,26.5,1,3,4,1,0,0,3,0,0.04,0.11,0.15,0.04,0.15,la_liga,2023-2024
305,Unai López,es ESP,MF,Rayo Vallecano,27,1995,35,28,2108,23.4,1,2,3,1,0,0,8,0,0.04,0.09,0.13,0.04,0.13,la_liga,2023-2024
306,Dion Lopy,sn SEN,MF,Almería,21,2002,30,23,1916,21.3,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
307,Anthony Lozano,hn HON,FW,Getafe,30,1993,6,0,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
308,Anthony Lozano,hn HON,FW,Almería,30,1993,13,10,772,8.6,3,0,3,3,0,0,1,0,0.35,0.0,0.35,0.35,0.35,la_liga,2023-2024
309,Lucas,br BRA,DF,Cádiz,22,2001,28,15,1539,17.1,1,0,1,1,0,0,6,0,0.06,0.0,0.06,0.06,0.06,la_liga,2023-2024
